TransactionID,AccountID,TransactionDate,TransactionAmount,TransactionType,TransactionChannel,ProductID,Status
213,140,2022-02-02,-1517.06,Credit,ATM,1015,Success
214,156,2023-09-09,1140.73,Debit,ATM,1020,Success
215,141,2022-01-03,4728.78,Debit,Mobile,1011,Success
216,193,2023-03-21,1617.4,Debit,Mobile,1023,Success
217,150,2023-06-21,3957.09,Debit,Web,1009,Success
218,114,2023-02-14,-911.3,Credit,Web,1010,Success
219,125,2024-07-19,3798.13,Debit,Mobile,1021,Success
220,17,2023-08-10,3055.86,Debit,Web,1008,Success
221,133,2022-07-29,732.39,Debit,Mobile,1025,Success
222,131,2021-01-25,-798.38,Credit,Web,1001,Success
223,87,2024-06-17,85.4,Debit,ATM,1001,Success
224,182,2022-04-06,-4228.41,Credit,ATM,1011,Success
225,82,2021-05-10,179.61,Debit,Mobile,1004,Success
226,61,2025-09-01,1290.27,Debit,Web,1007,Success
227,127,2021-05-11,3177.77,Debit,Mobile,1015,Success
228,132,2024-06-19,4345.69,Debit,Mobile,1000,Success
229,19,2021-09-19,2844.91,Debit,Mobile,1011,Success
230,41,2021-09-03,-3940.38,Credit,Mobile,1003,Success
231,27,2024-11-06,3012.49,Debit,ATM,1008,Success
232,133,2025-05-30,-2073.86,Credit,Web,1015,Success
233,51,2024-03-26,-1885.76,Credit,ATM,1025,Success
234,111,2023-08-12,1457.85,Debit,Mobile,1023,Success
235,123,2021-10-25,3417.17,Debit,ATM,1007,Success
236,182,2023-05-30,4798.65,Debit,Mobile,1003,Success
237,107,2022-08-12,-2573.36,Credit,Mobile,1017,Success
238,51,2024-07-26,1992.87,Debit,Mobile,1003,Success
239,108,2020-11-12,836.38,Debit,Mobile,1024,Success
240,87,2021-03-28,-2050.66,Credit,Web,1014,Success
241,37,2024-10-31,-1331.14,Credit,Mobile,1018,Success
242,66,2020-02-14,-2074.82,Credit,Mobile,1005,Success
243,169,2025-08-27,1565.3,Debit,Mobile,1007,Success
244,39,2021-05-09,2279.53,Debit,Mobile,1016,Success
245,144,2025-03-05,4247.58,Debit,Web,1007,Success
246,145,2020-05-21,1522.51,Debit,ATM,1018,Success
247,191,2020-12-31,-4865.28,Credit,Mobile,1015,Success
248,127,2023-10-18,3535.34,Debit,Mobile,1005,Success
249,59,2024-07-21,-4226.87,Credit,Mobile,1017,Success
250,77,2023-10-07,2108.65,Debit,Web,1015,Success
251,108,2022-02-04,3837.87,Debit,ATM,1021,Success
252,84,2024-01-30,-3185.52,Credit,Mobile,1006,Success
253,13,2021-02-07,4276.1,Debit,Web,1024,Success
254,116,2021-06-10,-1788.75,Credit,Mobile,1025,Success
255,161,2021-12-12,2546.83,Debit,Mobile,1014,Success
256,76,2022-10-20,4239.12,Debit,Mobile,1001,Success
257,58,2023-02-17,3134.7,Debit,ATM,1014,Success
258,158,2022-11-14,-4308.21,Credit,Web,1018,Success
259,75,2021-01-02,1573.35,Debit,Mobile,1000,Success
260,75,2021-09-03,-1872.17,Credit,Mobile,1021,Success
261,131,2022-08-01,-3582.45,Credit,Mobile,1001,Success
262,56,2021-05-01,-2284.64,Credit,Mobile,1008,Success
263,69,2022-10-13,1531.85,Debit,Web,1002,Success
264,73,2021-11-24,-1271.97,Credit,Mobile,1004,Success
265,191,2024-07-29,2409.19,Debit,Mobile,1020,Success
266,122,2025-05-29,4700.7,Debit,Web,1003,Success
267,17,2023-07-09,217.09,Debit,Web,1004,Success
268,97,2024-07-20,-3456.63,Credit,Mobile,1007,Success
269,50,2023-07-27,1750.21,Debit,ATM,1023,Success
270,71,2023-12-22,4050.24,Debit,Web,1013,Success
271,41,2022-08-30,4541.13,Debit,Mobile,1009,Success
272,17,2021-02-04,3571.99,Debit,Mobile,1020,Success
273,95,2021-05-07,3757.71,Debit,Mobile,1004,Success
274,102,2025-07-28,-1701.91,Credit,Web,1023,Success
275,127,2024-04-08,2786.93,Debit,Mobile,1020,Failed
276,146,2020-05-22,-4294.15,Credit,Mobile,1025,Success
277,18,2021-12-22,2137.66,Debit,Mobile,1001,Success
278,67,2022-05-06,3181.32,Debit,ATM,1016,Success
279,69,2020-11-11,2691.26,Debit,Web,1001,Success
280,139,2024-07-17,3644.03,Debit,Web,1019,Success
281,142,2021-04-04,4505.78,Debit,ATM,1011,Success
282,35,2023-08-13,1862.73,Debit,Mobile,1018,Success
283,166,2023-01-26,3367.47,Debit,Web,1026,Success
284,44,2020-12-01,-197.34,Credit,Web,1000,Success
285,108,2025-12-16,4460.64,Debit,Web,1021,Success
286,48,2022-02-02,-278.16,Credit,Web,1018,Success
287,65,2022-10-11,-4864.25,Credit,Mobile,1013,Success
288,73,2025-06-27,-1680.21,Credit,Mobile,1002,Success
289,167,2020-01-11,-43.53,Credit,Mobile,1023,Success
290,109,2024-11-18,3293.39,Debit,Mobile,1012,Success
291,29,2020-02-14,-71.01,Credit,Mobile,1006,Success
292,6,2020-04-29,-889.61,Credit,Web,1021,Success
293,102,2020-07-25,1970.3,Debit,Mobile,1021,Success
294,16,2021-01-31,2509.33,Debit,Web,1024,Success
295,24,2020-02-07,47.5,Debit,ATM,1015,Success
296,136,2020-05-06,-3681.38,Credit,Web,1007,Success
297,38,2024-06-28,1563.32,Debit,Mobile,1015,Success
298,167,2020-05-13,-993.55,Credit,Web,1010,Success
299,91,2025-01-22,-2542.37,Credit,Mobile,1005,Success
300,73,2020-03-10,-4352.12,Credit,Mobile,1020,Success
301,57,2023-04-11,4835.59,Debit,ATM,1022,Success
302,101,2024-11-08,849.24,Debit,Web,1013,Success
303,117,2020-11-26,2785.38,Debit,ATM,1003,Success
304,98,2024-07-06,601.17,Debit,ATM,1004,Success
305,130,2024-09-20,749.68,Debit,Mobile,1025,Success
306,179,2024-02-19,-3203.85,Credit,ATM,1007,Success
307,13,2023-12-30,3190.21,Debit,ATM,1018,Success
308,70,2024-01-05,637.7,Debit,Mobile,1020,Success
309,134,2020-11-11,3699.6,Debit,ATM,1020,Success
310,37,2024-01-10,3420.64,Debit,Web,1022,Success
311,164,2021-08-20,4851.18,Debit,Web,1023,Success
312,73,2022-02-03,3560.43,Debit,Mobile,1024,Success
313,154,2023-10-31,-2580.6,Credit,ATM,1010,Success
314,67,2025-05-24,974.94,Debit,Mobile,1000,Success
315,33,2021-12-31,2545.36,Debit,ATM,1023,Success
316,119,2020-11-30,4649.58,Debit,Mobile,1001,Success
317,89,2025-01-01,-823.79,Credit,Mobile,1019,Success
318,18,2021-08-31,1114.03,Debit,Web,1021,Success
319,23,2020-06-20,1423.02,Debit,Mobile,1003,Failed
320,60,2020-12-18,1633.46,Debit,Web,1014,Success
321,15,2020-12-23,3338.5,Debit,Web,1006,Success
322,26,2025-12-21,4559.05,Debit,Mobile,1003,Success
323,174,2020-10-21,4619.5,Debit,Mobile,1015,Success
324,59,2020-04-26,-2995.39,Credit,Web,1026,Success
325,105,2022-08-04,-227.49,Credit,Web,1001,Success
326,16,2023-10-16,835.09,Debit,Mobile,1012,Success
327,104,2023-12-02,2541.13,Debit,Web,1011,Success
328,31,2025-06-06,-3659.05,Credit,Mobile,1002,Success
329,99,2024-06-20,4046.33,Debit,Mobile,1018,Success
330,110,2022-04-13,4335.07,Debit,ATM,1021,Success
331,106,2023-10-25,-2124.01,Credit,ATM,1005,Success
332,147,2025-01-09,2376.94,Debit,Mobile,1009,Success
333,170,2025-12-03,3052.74,Debit,Web,1015,Success
334,21,2024-09-07,4903.35,Debit,Mobile,1008,Success
335,56,2024-03-28,-4655.09,Credit,Web,1020,Success
336,28,2020-12-14,1774.39,Debit,Web,1024,Success
337,119,2021-03-01,2744.32,Debit,Mobile,1012,Success
338,114,2021-12-17,405.8,Debit,Mobile,1008,Success
339,96,2024-03-18,2460.18,Debit,Web,1020,Success
340,135,2023-08-04,-4727.87,Credit,ATM,1012,Success
341,106,2022-02-27,3203.68,Debit,Mobile,1012,Success
342,101,2021-04-29,1248.2,Debit,Web,1004,Success
343,103,2022-02-15,1395.76,Debit,Mobile,1017,Success
344,27,2020-06-24,-4302.39,Credit,Web,1013,Failed
345,155,2020-08-26,3071.53,Debit,ATM,1003,Success
346,178,2024-03-04,3785.88,Debit,ATM,1021,Success
347,85,2024-04-15,-3279.3,Credit,Web,1025,Success
348,39,2020-03-21,-4494.9,Credit,Mobile,1016,Success
349,192,2022-04-13,2166.24,Debit,Mobile,1011,Success
350,83,2020-03-12,-4600.91,Credit,Mobile,1012,Success
351,84,2023-05-21,113.9,Debit,Mobile,1008,Success
352,102,2020-11-07,1519.74,Debit,Web,1017,Success
353,18,2025-09-12,92.15,Debit,Mobile,1011,Success
354,96,2020-07-25,2702.79,Debit,ATM,1016,Success
355,116,2020-10-23,-804.89,Credit,Web,1005,Success
356,60,2020-03-07,2708.48,Debit,Mobile,1018,Success
357,102,2024-01-08,163.8,Debit,Web,1017,Success
358,68,2025-02-18,3301.68,Debit,Mobile,1007,Success
359,20,2023-01-28,4620.32,Debit,ATM,1000,Success
360,190,2023-06-28,1128.37,Debit,Mobile,1018,Success
361,173,2024-10-14,3652.33,Debit,Mobile,1016,Success
362,57,2023-09-20,-3419.87,Credit,ATM,1000,Success
363,64,2023-10-15,2813.25,Debit,Web,1007,Success
364,125,2023-03-26,4981.62,Debit,Mobile,1004,Success
365,105,2020-05-11,-2400.88,Credit,ATM,1002,Success
366,21,2023-07-27,-3013.44,Credit,ATM,1012,Success
367,119,2022-05-24,-4674.51,Credit,Mobile,1016,Success
368,93,2025-11-12,-3444.1,Credit,Mobile,1010,Success
369,1,2021-05-15,2756.62,Debit,ATM,1019,Success
370,27,2024-03-05,4774.72,Debit,ATM,1016,Success
371,45,2021-08-09,2477.49,Debit,Mobile,1009,Success
372,54,2020-03-13,-2697.44,Credit,Web,1004,Success
373,1,2023-03-15,-647.01,Credit,Mobile,1005,Success
374,33,2024-01-12,-2015.66,Credit,ATM,1017,Success
375,10,2023-08-31,1070.74,Debit,Mobile,1017,Success
376,189,2022-12-21,4482.88,Debit,Mobile,1017,Success
377,6,2020-01-25,-4384.69,Credit,Web,1000,Success
378,123,2020-05-08,-2556.12,Credit,Mobile,1010,Success
379,161,2024-03-22,167.56,Debit,ATM,1005,Success
380,56,2020-09-25,4419.26,Debit,ATM,1011,Failed
381,183,2021-03-14,1804.28,Debit,Mobile,1001,Success
382,49,2024-12-23,2661.0,Debit,Web,1019,Success
383,153,2025-09-08,-3648.69,Credit,Mobile,1008,Success
384,130,2021-04-01,515.23,Debit,Mobile,1026,Success
385,174,2024-06-30,4471.68,Debit,Web,1018,Success
386,79,2023-02-22,-3401.17,Credit,Web,1021,Success
387,21,2021-03-31,1949.54,Debit,ATM,1014,Success
388,77,2024-05-03,-1060.29,Credit,Mobile,1019,Success
389,73,2020-07-19,3320.35,Debit,ATM,1026,Success
390,114,2024-05-05,197.93,Debit,Mobile,1016,Success
391,58,2023-11-04,-458.45,Credit,ATM,1013,Success
392,29,2023-06-28,2802.69,Debit,Mobile,1026,Success
393,142,2025-03-08,596.54,Debit,Web,1022,Success
394,81,2020-03-22,4300.75,Debit,Mobile,1014,Success
395,22,2022-11-16,-3600.49,Credit,Mobile,1002,Success
396,167,2022-04-15,4960.44,Debit,Web,1007,Success
397,85,2020-11-14,2593.85,Debit,Mobile,1022,Success
398,135,2022-12-15,-4235.46,Credit,Web,1018,Success
399,193,2024-03-29,-2874.99,Credit,Mobile,1015,Success
400,58,2021-06-21,-159.15,Credit,Mobile,1017,Success
401,119,2020-11-09,2302.9,Debit,ATM,1019,Success
402,24,2025-09-19,-546.28,Credit,Mobile,1005,Success
403,44,2021-12-13,3305.68,Debit,ATM,1024,Success
404,9,2020-10-06,-3878.7,Credit,Web,1018,Success
405,154,2021-03-04,2913.86,Debit,Web,1000,Success
406,93,2020-08-21,-3931.44,Credit,Web,1021,Success
407,168,2025-06-05,2797.68,Debit,Web,1026,Success
408,77,2020-04-15,-4953.04,Credit,Web,1011,Success
409,53,2024-05-07,-1133.25,Credit,Mobile,1016,Success
410,78,2023-08-12,1754.8,Debit,Mobile,1017,Success
411,27,2025-07-15,-4812.13,Credit,ATM,1016,Success
412,107,2021-06-05,109.5,Debit,Web,1014,Success
413,70,2023-10-03,2402.03,Debit,Mobile,1025,Success
414,33,2023-07-03,512.59,Debit,ATM,1016,Success
415,178,2022-04-28,-2623.11,Credit,ATM,1023,Success
416,30,2024-12-23,2823.16,Debit,Mobile,1026,Success
417,20,2024-08-03,4259.32,Debit,Mobile,1008,Success
418,12,2021-09-17,358.03,Debit,Mobile,1000,Success
419,15,2023-08-09,-712.14,Credit,Web,1002,Success
420,151,2022-11-17,-1597.63,Credit,Mobile,1002,Success
421,93,2024-04-06,2249.67,Debit,Mobile,1005,Success
422,78,2023-03-23,2464.84,Debit,Mobile,1010,Success
423,156,2022-11-14,3047.94,Debit,Web,1021,Success
424,32,2022-05-12,-2340.31,Credit,Web,1003,Success
425,102,2025-03-06,-976.27,Credit,Web,1002,Success
426,71,2021-09-14,478.34,Debit,Web,1004,Success
427,193,2022-12-05,3980.5,Debit,Mobile,1009,Success
428,117,2020-02-01,3088.57,Debit,Mobile,1002,Success
429,159,2023-08-31,-4212.53,Credit,ATM,1025,Success
430,66,2022-02-18,2906.46,Debit,Mobile,1016,Success
431,159,2023-05-19,-3895.5,Credit,ATM,1022,Success
432,69,2023-01-03,3886.76,Debit,Mobile,1009,Success
433,95,2021-04-21,-2414.18,Credit,Mobile,1010,Success
434,96,2022-03-08,4480.35,Debit,Mobile,1009,Success
435,5,2021-01-17,-744.21,Credit,Web,1018,Success
436,101,2023-05-30,2849.14,Debit,Web,1018,Success
437,136,2023-09-01,3813.76,Debit,Mobile,1010,Success
438,127,2020-09-03,-2470.51,Credit,Mobile,1000,Success
439,14,2022-01-20,-1270.54,Credit,Mobile,1026,Success
440,39,2020-04-21,918.94,Debit,Mobile,1026,Success
441,103,2020-11-10,1677.5,Debit,Web,1026,Success
442,131,2024-01-04,-217.04,Credit,Mobile,1020,Failed
443,111,2021-11-03,1813.53,Debit,Web,1009,Success
444,191,2023-05-31,1413.77,Debit,ATM,1019,Success
445,92,2022-09-08,2859.93,Debit,Mobile,1001,Success
446,150,2021-06-21,3498.17,Debit,Web,1004,Success
447,147,2025-08-22,-1953.68,Credit,ATM,1017,Success
448,33,2020-07-04,3873.38,Debit,Mobile,1024,Failed
449,99,2024-10-27,3925.03,Debit,Web,1015,Success
450,91,2025-02-15,-3191.88,Credit,Mobile,1010,Success
451,93,2024-06-16,2355.85,Debit,Mobile,1023,Success
452,45,2022-01-12,-1766.51,Credit,Mobile,1008,Success
453,1,2023-11-15,-4844.29,Credit,Web,1011,Success
454,82,2022-02-06,-69.03,Credit,Web,1017,Success
455,107,2021-08-25,1471.28,Debit,Web,1023,Success
456,180,2021-01-13,-1003.21,Credit,ATM,1007,Success
